current_rest_link,review_date,review_comments,review_rating
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,4/18/2021,天啊！！里肌鐵板麵好吃到哭🥲,5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,3/8/2021,薯條份量有點少～～～～,5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,2/26/2021,外帶包裝需要再加強...飲料都東倒西歪！,4/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,12/22/2020,ok,4/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,12/10/2020,Good,5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,12/8/2020,調味料偏甜,4/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,12/6/2020,"己經是主顧了,但前次點了兩次同樣的餐點(嫰里肌總匯三明治+咖啡牛奶),第一次上吐下瀉,覺得你們很認真怕影響到你們生意所以也沒告知你們,,第二次忘了又點相同的,有備註說美乃汁放少一點,但吃完同樣肚子痛但沒拉,,請你們自己做一份自己吃,或研究一下問題在哪裡, 心驚驚不大敢再下單你們家的早餐了",5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,10/31/2020,基本顧客了,5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,10/12/2020,番茄醬少一包🥺🥺,5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,10/7/2020,外送員很棒,5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,9/15/2020,點肉鬆起士蛋餅沒起士 下次注意 其他餐點都很好吃 必點熱狗,4/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,8/20/2020,爛死了 預估時間差那麼多 可以接受慢 但這樣很難安排時間,5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,8/3/2020,餐點超好吃😋 外送人員服務親切優質,5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,7/11/2020,預估時間跟時間相差至少一倍以上,5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,7/7/2020,濫竽充數,1/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,6/25/2020,時間一直增加若有事情的話會很困擾,5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,6/25/2020,外送員太度非常差勁 打電話還掛我電話,3/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,6/21/2020,本次等候時間太久了,4/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,6/13/2020,備註沒看 不要菜還是有菜,4/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,12/29/2019,漢堡麵包是冰的.薯條冷了,3/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,11/23/2019,肉鬆蛋土司很好吃,5/5
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,11/11/2019,還不錯吃價錢合理,5/5
f0jl/zao-shi-guang,10/2/2021,餐點很普通，沒有特色與美味，失望…. 煎餃燒焦，花生吐司沒有抹勻 以為這價格的飲料應該會濃醇香，但實際卻非常普通！將近500元一餐，踩雷！！,1/5
f0jl/zao-shi-guang,10/1/2021,很普通...,3/5
f0jl/zao-shi-guang,8/29/2021,您們的餐點我一向喜歡都會訂購 但是今天飲料杯的飲料流出來了,5/5
f0jl/zao-shi-guang,8/19/2021,沒有附醬油膏要怎麼吃的下？,3/5
f0jl/zao-shi-guang,8/14/2021,超誇張 圖文不符 訂了招牌燒肉 只包了一片肉 完全沒有蔬菜和任何食材 而且味道也不好 以後不會再點了,1/5
f0jl/zao-shi-guang,7/30/2021,有0顆星能按嗎？蛋餅煎的太乾了 真的不好吃 還有備註說要醬油膏也沒給超氣 還有起司條 也超不好吃 跟外面的起司條比感覺品質比較差 外皮不是很討喜 第一次評論一家餐廳居然是負面的,1/5
f0jl/zao-shi-guang,7/26/2021,點的東西沒來，還要處理退費好麻煩,1/5
f0jl/zao-shi-guang,6/28/2021,銀絲卷根本迷你饅頭...然後要50元....,2/5
f0jl/zao-shi-guang,5/27/2021,圖文不符,1/5
f0jl/zao-shi-guang,5/16/2021,難吃,1/5
f0jl/zao-shi-guang,5/9/2021,價格高份量少餐點一般般,1/5
f0jl/zao-shi-guang,4/29/2021,烤吐司太乾,3/5
f0jl/zao-shi-guang,4/13/2021,鍋燒很好吃耶！是香茅湯底嗎？蛋餅也很讚，家人一直說好吃,5/5
f0jl/zao-shi-guang,3/24/2021,蛋餅蠻好吃的！,5/5
f0jl/zao-shi-guang,3/21/2021,豬肉腥味很重QAQ,1/5
f0jl/zao-shi-guang,3/9/2021,餐點都東倒西歪！ 小肉豆還被2杯飲料冰到變冷！ 飲料紅茶還變味快壞掉！還賣給客人！差勁👎,1/5
f0jl/zao-shi-guang,3/7/2021,鮪魚堡內有頭髮2根，要請店家注意,5/5
f0jl/zao-shi-guang,3/6/2021,薯餅好吃! 蛋餅外皮 不脆，甚至有點焦黑 里肌肉 厚度偏厚，有點難咬 很可惜。,2/5
f0jl/zao-shi-guang,3/1/2021,蛋餅都焦了 我會不會致癌,5/5
f0jl/zao-shi-guang,3/1/2021,東西不好吃！價格貴！ 已有需求要熱咖啡還是送冰咖啡！,1/5
f0jl/zao-shi-guang,3/1/2021,蛋餅偏油，其他都很好👍🏻,5/5
f0jl/zao-shi-guang,2/20/2021,蛋餅有點乾 里肌肉有很濃的酒味,3/5
f0jl/zao-shi-guang,2/14/2021,有註明但沒有給醬料,5/5
f0jl/zao-shi-guang,2/1/2021,Ok👍,5/5
f0jl/zao-shi-guang,1/25/2021,爆漿麵包……根本就普通餐包,4/5
f0jl/zao-shi-guang,1/17/2021,蛋餅很好吃，鍋燒意麵有待加強……,5/5
f0jl/zao-shi-guang,1/13/2021,這次點九層塔蛋餅+薯餅的套餐，蛋餅好吃！薯餅酥脆不油！如果能處理一下九層塔的梗會更好～會再訂購！,5/5
f0jl/zao-shi-guang,1/11/2021,一個漢堡60元裡面只有2片肉跟幾片小黃瓜，且不好吃，很不用心，這樣的價錢與內容令人失望，不會想要再點第二次,1/5
f0jl/zao-shi-guang,1/9/2021,食物小又貴,1/5
f0jl/zao-shi-guang,1/5/2021,貴,1/5
f0jl/zao-shi-guang,1/3/2021,餐點可以，飲料好喝。但是薯餅整塊都是油也太噁心了。根本沒瀝油！給人吃的？？,1/5
f0jl/zao-shi-guang,1/3/2021,奶酥厚片好吃，咖啡鮮奶好喝，出餐迅速,5/5
f0jl/zao-shi-guang,1/1/2021,東西非常好吃,5/5
f0jl/zao-shi-guang,12/29/2020,希望湯和麵可以分開裝。湯都快吸乾了！,4/5
f0jl/zao-shi-guang,12/27/2020,希望鍋燒意麵可以湯、麵分開裝,4/5
f0jl/zao-shi-guang,12/26/2020,鮪魚有臭酸味,1/5
f0jl/zao-shi-guang,12/25/2020,焦黑的早餐真是讓我們美好的早晨無言到不行^_^,1/5
f0jl/zao-shi-guang,12/20/2020,好吃,5/5
f0jl/zao-shi-guang,12/17/2020,包裝可以換大一點 不盡量要斜放 油會流出來 半熟蛋太熟 蛋餅太油 咖啡還行,3/5
f0jl/zao-shi-guang,12/5/2020,厚片口味不錯，不過感覺只有加熱沒烤,4/5
f0jl/zao-shi-guang,12/5/2020,脆皮蛋餅好好吃～,5/5
f0jl/zao-shi-guang,12/2/2020,厚片好吃,5/5
f0jl/zao-shi-guang,11/29/2020,食物送到都涼了,2/5
f0jl/zao-shi-guang,11/22/2020,蛋餅好吃,5/5
f0jl/zao-shi-guang,11/22/2020,不知道是不是太遠，送來的吐司都冷掉了！好可惜！,5/5
f0jl/zao-shi-guang,11/22/2020,葱抓餅油到爆！,1/5
f0jl/zao-shi-guang,11/21/2020,多次訂購的老客人了。今天第一次看到抹醬的吐司，只抹了一片😳，以為自己看錯，拿起來正反面再看，手機拍下原來是真的😳；但可能我習慣要求邊邊抹滿一點，店家成本比較高，所以下次我應該打電話確認是否需要加價或只給我單一片也行。 另外今天點的雞塊裡面不完全熟透，吃的有點怕怕的（因為前晚才因吃到不新鮮的魚整個大過敏+腸胃痛）先只吃了一份。好在我還有烤箱，可留著明天吃。 無論如何我還是選擇肯定您們的用心看備註，經營早餐店很不容易，辛苦您們了。🙏,4/5
f0jl/zao-shi-guang,11/17/2020,原味鍋燒有油耗味，又沒什麼味道.... 但蛋餅很好吃,5/5
f0jl/zao-shi-guang,11/14/2020,餐點好吃,5/5
f0jl/zao-shi-guang,11/12/2020,蛋餅很乾。蘿蔔糕非常油。用塑膠包裝很不環保。單價高,1/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,10/7/2021,好吃,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,9/29/2021,飯糰美味好吃，份量充足,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,9/29/2021,紅茶太甜,4/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,9/25/2021,好吃,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,9/7/2021,好吃 但飯有點多,4/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,9/1/2021,飯糰好吃！,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,8/28/2021,好吃！很用心的店家,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,8/27/2021,每種口味都好吃，叫很多次了,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,8/14/2021,有折扣划算又美味！,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,8/7/2021,超棒,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,8/6/2021,真的超好吃😋念念不忘的沖繩味❤️,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,7/24/2021,超好吃的飯糰，超愛～,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,7/18/2021,食物好吃又新鮮！,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,7/16/2021,好吃的飯糰！！,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,7/10/2021,非常好吃！,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,7/7/2021,感覺回到沖繩,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,7/6/2021,竹莢魚推推 好吃好吃,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,6/30/2021,送達時還熱騰騰的，好吃👍超棒,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,6/24/2021,現點現炸好吃,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,6/19/2021,好吃😋份量充足，經濟實惠👍,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,6/11/2021,超好吃啦 一個禮拜吃一次,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,6/3/2021,永遠都是那麼的好吃😋,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,5/29/2021,很好吃～回購店,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,5/18/2021,醬太少了,1/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,5/12/2021,買六顆飯糰竟然用小袋子裝 飯糰都壓到,1/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,5/11/2021,很好吃的本丸👍,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,5/1/2021,飯丸裡面有頭髮,1/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,4/26/2021,一直都非常好吃喔,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,4/19/2021,醬汁太甜 跟料不太搭,4/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,4/6/2021,不錯吃,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,4/3/2021,真的相當不錯,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,3/22/2021,很好吃😋,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,3/19/2021,好吃 又便宜還會再來捧場,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,3/19/2021,份量很多，東西好吃,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,3/12/2021,內容物應該是現炸所以酥軟，如果醬料多些，整體口感會更棒,4/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,3/12/2021,好吃 今天要點第二次了,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,3/8/2021,真的很懷念的沖繩味,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,2/19/2021,哈囉～飯糰有分尺寸？ 怎麼過個年，飯糰縮水變小這麼多😂 少了快2/3？,1/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,2/6/2021,飯糰真的好吃👍🏻,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,2/5/2021,🦐🦐好吃😋,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,2/4/2021,好吃誒 還會再來！,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,1/23/2021,購買多次，一樣，超好吃～～～～ 推推～～,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,1/19/2021,太少了,3/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,1/12/2021,超好吃😋,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,1/3/2021,超讚,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,12/27/2020,很美味，希望也能吃到隱藏版,4/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,12/27/2020,很好吃喔～～～～,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,12/23/2020,食物棒棒包裝棒棒速度棒棒！！,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,12/23/2020,回購多次,5/5
f9jt/bian-wan-jia-long-hua-shi-chang-dian,12/20/2020,十分迅速，準確送達,5/5
z9ig/9hao-chu-fang,8/24/2020,火鍋像鍋燒冬粉一樣兩片肉兩顆貢丸兩隻蝦子一些些高麗菜,1/5
z9ig/9hao-chu-fang,5/22/2020,厚片醬都黏紙袋 價錢高。不優,1/5
z9ig/9hao-chu-fang,5/12/2020,難吃 訂錯也不給取消,5/5
z9ig/9hao-chu-fang,5/9/2020,鍋燒麵紙碗破掉，湯都漏出來全落再塑膠袋裡面，這家是我高雄人吃過最難吃的鍋燒意麵，不會再叫第二次！,1/5
z9ig/9hao-chu-fang,1/26/2020,餐點感覺都不新鮮，蛋餅有酸味，吐司也都烤焦了,1/5
z9ig/9hao-chu-fang,1/5/2020,火鍋肉片只有一片非常不ok,3/5
z9ig/9hao-chu-fang,12/30/2019,不好吃 蔬菜鍋料超少 幾塊蔬菜一顆蛋 玉米粒150多,1/5
z9ig/9hao-chu-fang,9/29/2019,咖哩飯蠻雷的，米飯口感似隔夜飯拿出來微波加熱，硬巴巴的，鹹酥雞還不錯，卡拉雞排小小一塊，價錢有點...整體感覺，個人覺得普普，也許我嘴較刁吧！,3/5
z9ig/9hao-chu-fang,8/12/2019,選擇冰飲卻來熱飲,3/5
z9ig/9hao-chu-fang,8/5/2019,👍,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,9/21/2021,手術之後的好夥伴👍🏻,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,9/19/2021,有備註小油少鹽 但蝦仁炒飯還是太鹹也太油,1/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,9/10/2021,蚵仔蛋作成蔥煎蛋了,4/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,9/8/2021,已經備註不要加的東西還是加⋯有沒有在看訂單,3/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,8/28/2021,我很常吃你們家 一直都覺得很好吃 但我昨天點鱸魚湯 我想說加看看味增 我後悔了 超級甜的 整碗我吃不下去 直接倒掉了 然後也拉肚子 以後絕對不要鱸魚湯加味增...,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,8/25/2021,太油了😅,3/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,8/24/2021,東西是好吃，可是真的太油了，炒鱸魚整個一層油浮在上面🙄🙄,3/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,8/19/2021,虱目魚也煎太老了，胡椒鹽灑太多⋯,2/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,8/8/2021,一次店 第一次負評獻給你們,1/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,7/27/2021,謝謝客製，很好吃很滿意👍,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,7/19/2021,炒飯不會太乾有恰當濕度算是蠻好吃的 下次還會再訂 整體吃起來稍微有點小油,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,7/18/2021,好吃,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,7/15/2021,炒飯份量很多很好吃我都吃蝦仁的 蛋花湯滿滿的蛋花超愛 鱸魚湯也超讚ʕ •ᴥ•ʔ,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,7/15/2021,好吃,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,7/10/2021,快速,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,7/5/2021,so convinient .,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,7/5/2021,太油、份量跟價格不成正比、海鮮不新鮮,1/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,6/25/2021,外送的量比自取的少很多⋯⋯⋯我是常客 感覺不太好,4/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,6/13/2021,好吃！所以一直回購,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,6/12/2021,份量真的有點少,2/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,6/6/2021,海產粥好吃😋,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,5/27/2021,花枝炒意面 量太少了 看著對面的大大碗煱燒泡飯的量 再看自己小小的意面 😰😰😰,4/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,5/22/2021,CP值太低,2/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,5/21/2021,炒飯份量很多 炒意麵好吃,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,5/14/2021,好吃只是可以新增加麵 不然份量太少,4/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,5/6/2021,完全沒有肉，只有海鮮（一個蛤蜊、一個小蝦仁）⋯⋯而且有點過於油膩，導致整個下午腸胃不適,2/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,4/27/2021,好吃美味,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,4/25/2021,好吃，不過我覺得雞肉飯吃到後面覺得有點油,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,4/25/2021,鍋燒類料有點少,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,4/19/2021,直接加入口袋名單欸 超好吃的又便宜份量也多 炒飯也很會炒 讚讚讚讚讚讚讚讚讚讚讚讚讚讚讚讚讚！！！ 鱸魚湯真的鮮 好好喝,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,4/10/2021,鱸魚湯很新鮮 大推,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,4/7/2021,好吃,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,3/4/2021,貼心的店家 有告知只能喝流脂的 雖然我的需求很麻煩 一點怨言也沒有 還特地交代外送員 真的很大心 而且好吃😋 給一百個👍,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,2/12/2021,吃三次啦～還不錯。,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,1/27/2021,洋蔥都焦掉了,2/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,1/17/2021,魯貢丸變成滷蛋(；ω；),4/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,1/8/2021,老闆態度很好，但東西有待加強,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,1/4/2021,炒泡麵太鹹，又沒什麼料，90元太貴,3/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,1/2/2021,太辣了！,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,1/2/2021,建議湯麵要分開裝不然會泡爛了,4/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,1/1/2021,等超久！,1/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,12/28/2020,90元的烏龍麵好油，基本上都是沙茶味，份量大概是一般想像該有的量 的一半，也還好是一半才吃得完，邊吃邊配綠茶🍵,1/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,12/27/2020,做餐速度太慢,3/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,12/27/2020,沒送達到 沒吃到不知道好不好吃,1/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,12/26/2020,鱸魚湯湯頭太淡了....,3/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,12/23/2020,包裝需改善，一碗變半碗😭,3/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,12/20/2020,超級無敵棒的外送員 謝謝你的幫忙,5/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,12/19/2020,湯都溢出來了啦，喝屁 鍋燒意麵沒有另外裝 爛巴巴,1/5
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,12/17/2020,鍋燒意麵湯頭有點偏甜,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,10/12/2021,烤雞腿可以，但是菜色普通，最最重點是五花肉全都是肥油根本沒有肉，真不明白這價錢是什麼收費標準，這評論沒有可po照片的方式，真該讓店家仔細看看，一星了,1/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,10/5/2021,熱騰騰的飯菜很好吃；謝謝店家,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,9/23/2021,完全不推薦的店 這個菜色跟這個價錢…. 一打開便當盒就想要上來評一分,1/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,9/17/2021,東西少送,2/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,9/16/2021,主菜肉類尚可，配菜普通，沒有預期的好吃,3/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,9/5/2021,食材新鮮，燒烤類很不錯！,4/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,9/4/2021,有標註飯一半，結果還是滿滿的白飯⋯⋯,3/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,8/11/2021,好吃,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,7/19/2021,好吃,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,7/15/2021,點了五花肉，幾乎一半兩面都烤焦，根本無法吃。,2/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,7/13/2021,超好吃,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,7/12/2021,點三樣東西 少一樣不ok,2/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,7/12/2021,湯 主菜很油，菜不太新鮮，價錢不符內容物,1/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,7/11/2021,雞腿好吃，配菜少了點,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,6/30/2021,希望青菜菜色能有變化,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,6/28/2021,肉很好吃但有一點太鹹，配菜就非常一般般了…,4/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,6/26/2021,好吃又但菜色還好,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,6/23/2021,主菜很驚喜，便當菜色一般般,4/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,6/22/2021,速度真的好慢,1/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,6/18/2021,很好吃！雞腿超下飯，鯖魚也是有夠好吃！,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,6/15/2021,實在等太久 餐點都冷了,1/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,6/14/2021,好吃,4/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,5/31/2021,餐點和點餐圖片落差很大，單點交付不齊全，不推薦這個店家。,1/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,5/29/2021,很好吃,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,5/26/2021,有點鹹,4/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,5/18/2021,好吃,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,5/15/2021,好吃,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,5/11/2021,雞腿排粉有點厚之外，其他整體口味都很不錯👍🏻,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,5/9/2021,配菜量比較少 烤的部分還不錯,4/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,4/26/2021,份量很夠,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,4/26/2021,超扯裡面還有煙灰還不少,1/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,4/25/2021,太鹹,2/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,4/24/2021,肉不是很好吃,4/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,4/21/2021,有一點油價但出餐很快,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,4/20/2021,外送餐點感覺跟平常的差很多,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,4/17/2021,好吃～不過最近雞腿的醬汁有些偏鹹，可以再甜一點會更美味！,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,4/10/2021,菜跟肉有點太鹹,4/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,4/7/2021,還不錯,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,4/7/2021,很貴 不值得這價錢 不會看備註 說不要灑芝麻 來的時候芝麻超多,1/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,3/22/2021,買了很多次腿排便當都很讚，這次單點了雞腿又乾又焦，不像同一家店的料理,3/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,3/21/2021,五花豬是還不錯，但配菜就真的讓人會失望！不是菜葉有些黑了，不然就是很粗硬，跟外面很不怎麼樣的70～80元便當店差不多，賣這個價格真的貴了。,3/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,3/14/2021,都好好吃😍,5/5
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,3/13/2021,菜色是否可多變化,3/5
